index,rating,date,description,asin,fish,name,1,2,3,4,5,Projected Rating,Rating Difference
0,5.0,1285632000,"excited ? trying soupbases minor 's year add distinguishing taste dish required . long ago ventured preparing first official new england clam chowder , one cream , clam , potato really fine addition like celery , red bell pepper finely chopped , end result delicious . used clam base several occasion dish require particular infusion clam result always made look good around dinner table . use seafood line since price kind skyrocketed last year settle clam base bring best seafood dish . also used fish base , seafood base ( tasty bisque shrimp , lobster-i stick shrimp catch lobster ) , crab base , lobster base , chicken , etc. , late economics concentrated money spending clam base pay use . 5 star ? 4 seem convey joy tasty fish chowder , seafood stew , great people amazon love thing seafood product increase pleasure . add clam bought local market ( long shot ! ) made mark . sure better clam always make tasty dish delightful , kind make want fresh fat clam next one ( demographic reason ) .",B0001GUQ3O,Clams,Minor&rsquo;s Clam Base - no-added MSG,0.2644320478752496,0.1949070582840462,0.2480432086682275,0.653077036562423,0.9140843986600258,3.77,-1.23
1,4.0,1131494400,use give many dish special something . prefer chicken one taste sharp oily .,B0001GUQ3O,Clams,Minor&rsquo;s Clam Base - no-added MSG,0.1240272300765465,0.1799144726112723,0.4904212265675388,0.7848530595940326,0.8657654907206649,3.85,-0.1499999999999999
2,5.0,1307059200,received order canned red head wild sockeye salmon minute ago could n't wait taste wow ........... kind taste real salmon . 've looking taste canned salmon happy finally found . delicious ! ! ! ! !,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0844734067021184,0.0541464219683971,0.1470950138965605,0.8307903159431076,0.9881169289799124,4.23,-0.7699999999999996
3,1.0,1302825600,"ordered case . 's barely edible . salty . may donate homeless . ca n't eat anymore . shame poor quality control . lousy company overdo salt unhealthy , despicable attempt make palatable . honor ! ! overdo food dye . smell rat corporate management -- heavily pushing dye salt . shameful !",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.9534910357857808,0.5968642068341762,0.2636493554290764,0.160930835681574,0.4279867321484484,2.38,1.38
4,5.0,1290124800,"'ve tried salmon . whether fresh canned . one though ... 's say wow ! yum lol . n't expecting taste great ! first time tried particular one . mixed frozen veggie , ( corn , pea , carrot , green bean ) . tossed microwave , simple . squeezed lime , mixed took bite . man tasted like cooking hour ! flavor great benefit give , would n't want eat ? 'm definitely buying start see 'm low salmon . one 's keeper :",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1706730557947319,0.1207634228864247,0.2185772051338052,0.7452937363281373,0.9591264852420078,3.99,-1.0099999999999998
5,5.0,1273363200,"wild-caught fish free disease may pop , even huge , ( huge ocean ! ) tank used farm-raised fish . salmon supposed heart-healthy , far le , ( ) , mercury found albacore tuna . .... salmon taste yummy .... especially sockeye salmon , ( can ) -- reputed best-tasting salmon ! redhead salmon , made pure alaskan salmon company , herein reviewed , , , , tasty ! ingredient simply `` wild alaskan sockeye salmon salt '' . ( much ! ) expensive fileted canned salmon -- skin bone content kept minimum . ( skin bone -- healthy eating -- easily become almost unrecognizable , upon simply combining salmon ingredient mixing . ) sodium content medium -- 270 miligrams per . sodium help keep salmon fresh , ( natural preservative , ) , easily washed away taking open , pressing just-removed top , whilst run cold water .... sockeye salmon red salmon , ( hence name , redhead ) . red salmon slightly fatty -- much tasty , ( least ) , pink variety salmon . ( extra fat give redder colour ) . brand sockeye salmon , ( redhead ) amongst tastiest sockeye salmon ever eaten ! salmon come nice , golden coloured , seam ! seam can containing food known leach toxic material food -- worry . bought redhead salmon 9th september , 2009 -- expiration date read july , 2012 -- salmon stay fresh long time ! also bear `` ou '' symbol orthodox union -- meaning product meet highest kosher quality . attested enclosure , ( company priority safe , organic product , serious stewardship atmosphere planet -- plus yummy recipe ) , pure alaska salmon co. , make redhead salmon , totally committed fine product -- survival customer , ( human being ! ) , inhabit planet ! salmon caught alaska . made pure alaskan salmon company , burlingham , washington , 98225. therefore totally american-made product ! care thing , ( like ! ) , important -- even make salmon tastier ! : ) -- many , many reason -- good choice make preparing salmon dish ! highly recommended !",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1273860140294256,0.1083755348877782,0.1659552290467232,0.7675175317993351,0.9768582497261246,4.1,-0.9000000000000004
6,5.0,1255910400,"great salmon . 've gotten many time . 's somewhat different taste pink salmon . company also can good pink salmon ( best 've tasted ) : think pink wild pink salmon . put little variety salmon dining : try . delicious healthy , five time omega-3 's chunk light tuna , twice albacore negligible mercury .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0506606128924596,0.0628483567979162,0.2193249902450855,0.8877038527488802,0.9813796833549931,4.22,-0.7800000000000002
7,5.0,1139443200,enjoyed salmon ! ! ! besides healthy 's tasty . really delicious . yum ! ! ! also take opportunity say work interesting . good rare see people comitted healthy natural life style . thanks postcard touching message .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0465106665158561,0.04393146601476,0.1702922122741173,0.9058211181683764,0.9874469309331732,4.27,-0.7300000000000004
8,5.0,1138752000,use product sandwich salad also right 'm really hungry lazy . flavor rich texture pleasing . seems satisfy appetite long period n't feel guilty eat . 's great .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0423485049133225,0.0441025106115946,0.1862683046194211,0.9130882801101298,0.9861637440824512,4.27,-0.7300000000000004
9,5.0,1501286400,"first ordered case salmon may 2014 , placed order another case , eleventh case , week . redhead canned salmon delicious , matter slice . family partial salmon cake salmon salad . love fish consistent high quality product , appreciate family owned business produce . excellent customer service , excellent product . company practice sustainable fishing , lining contain bph .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0800500068249422,0.0612493816363655,0.157844130396446,0.8427177929305742,0.9867077385262936,4.22,-0.7800000000000002
10,5.0,1501113600,excellent product nice people deal .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0624192879180851,0.0476928868019854,0.129223012525282,0.8627817918616251,0.990678136291412,4.28,-0.7199999999999998
11,5.0,1499385600,"alaskan sockeye salmon . nicely hand-written note included back photo sent , found salmon pristine bristol baywhich mean best best . short , quality vital choice , without incessant arrogant demand positive review exorbitant shipping charge . happy",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0705124372974007,0.0680477398982713,0.2102192848230772,0.8630928880379423,0.9791421625830672,4.19,-0.8099999999999996
12,5.0,1498608000,perfect taste enhances 'salmon ' experience . purchase .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0659534233383976,0.0506795595272261,0.1549739408442977,0.8555256591735365,0.988223794745904,4.25,-0.75
13,5.0,1493424000,love wild caught salmon . great service shipping .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0740926184581613,0.0620804213845008,0.1750593484975328,0.8385825478283487,0.98432200852377,4.22,-0.7800000000000002
14,5.0,1491523200,"best canned salmon 've eaten , price right .. response seller question fast recipe salmon salad came shipment excellent .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0852466437125787,0.0704616242468258,0.1635635520402469,0.8199771164962223,0.986016131475304,4.2,-0.7999999999999998
15,5.0,1491091200,good tasting sockeye salmon . would definitely buy,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0541088584100899,0.0621674342617397,0.2332376223831831,0.894205163971002,0.9753790063265358,4.21,-0.79
16,5.0,1485475200,can bpa free . sent email inquiry answered within hour .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.5550588127478928,0.2865724180032871,0.326611571895437,0.4824253863422206,0.7758052679398844,3.26,-1.7400000000000002
17,5.0,1484352000,good ! ! !,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0633666812708676,0.0553896012861077,0.3228942033836613,0.9031150298285332,0.96101812307012,4.15,-0.8499999999999996
18,5.0,1482796800,"good product , good price , expeditious delivery !",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0469295653719729,0.0406325272258888,0.2370230793113062,0.9157558890797114,0.981604054182594,4.24,-0.7599999999999998
19,5.0,1482624000,great stuff super clean taste fresh delightful highest recommendation,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0817864070157901,0.0563623086091392,0.1038131154825073,0.8050702988464099,0.9925504989008376,4.26,-0.7400000000000002
20,5.0,1477612800,positively best canned salmon ever tried . recipe idea endless ! !,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1005520130760884,0.0634673376628014,0.1063572478301296,0.7686650050118128,0.9912660254074916,4.22,-0.7800000000000002
21,1.0,1474329600,"got husband , n't like , fed cat ! loved !",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1248887352987223,0.0951307733321817,0.2085932084208853,0.772762554869258,0.9725171595494828,4.09,3.09
22,5.0,1473811200,gift friend love,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1236925926895839,0.0928397127197656,0.2988812504159735,0.7895746613660379,0.9557826844232048,4.04,-0.96
23,5.0,1465776000,purchased box sockeye salmon . box included recipe one curry salmon patty . wife thought awesome . instead frying grilled . ca n't wait grill . great product .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0943601383992371,0.0983298914895528,0.3100636604598057,0.8643741759986032,0.9428888684724758,4.07,-0.9299999999999997
24,5.0,1462492800,"'m addicted wild alaskan sockeye salmon , usual source canned sockeye stopped carrying ( source largest retailer u ) , find another . like whole salmon , boneless skinless , fit bill reasonably priced . 've already eaten 4 12 can . consistently good . highly recommended",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0600495640723355,0.0540375185420028,0.1222594045763094,0.8730308907650749,0.9898886686715416,4.28,-0.7199999999999998
25,5.0,1461369600,"delicious , sustainably fished , reasonably priced .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0571375886753606,0.0473440277478653,0.1271853508135724,0.8772667487188368,0.9908388652522946,4.28,-0.7199999999999998
26,5.0,1458345600,"excellent choice getting required amount salmon healthy diet , understand , canned right alaska ...",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0781807316544893,0.058415618084365,0.1656902684051006,0.8465377118940827,0.9850424565200876,4.22,-0.7800000000000002
27,5.0,1457136000,"absolutely best salmon order . husband fish alaska year often fish , know good quality canned sockeye eat . honestly , may seem pricey , quality , bargain .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0754062545619814,0.0633729504929647,0.1231659398327778,0.801788552796149,0.991645643919088,4.25,-0.75
28,4.0,1456185600,"delicious ! real people run fishing business care customer . update : 3/3/17 ... 've found another brand save $ 5 12 can size , ... , much love brand seller , need save $ .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1754156074113536,0.1056898228027131,0.2461586712761633,0.7462172726592415,0.956291811778764,3.99,-0.009999999999999787
29,5.0,1454716800,excellent product . nice feeling get fish right boat ( stopping canned ) . sent recipe picture boat . nice touch . looking something good ocean .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0602403222189903,0.0490285201398864,0.1277550477861843,0.8683309764690097,0.9905719033099476,4.28,-0.7199999999999998
30,5.0,1445472000,love,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1182399302767623,0.094806670795604,0.2540328732505995,0.7701597577771557,0.9657317748275004,4.08,-0.9199999999999999
31,5.0,1444608000,probably darkest red sockeye 've ever plus book . bit mushy side solid cut meat 'm used buying 's good fish . recommend .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0876422735959195,0.0978855088604002,0.3131824889766858,0.8445788309446739,0.952785701998187,4.08,-0.9199999999999999
32,5.0,1442620800,good canned red salmon . red ( sockeye ) best !,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0618196973052987,0.056871536158889,0.1979794905470465,0.8769623819239875,0.9836580553386096,4.22,-0.7800000000000002
33,5.0,1441152000,wonderful product ! great taste !,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0648304341772405,0.0465860933019162,0.1083795226437353,0.8374652688126822,0.9933039848616712,4.29,-0.71
34,5.0,1440979200,"love love love salmon .... perfect patty , salad ot right .... would n't buy . seller also great customer service .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.5508816027942934,0.3296824344426362,0.2678916488117113,0.4175311551579752,0.8313642946268665,3.27,-1.73
35,5.0,1426896000,delicious convenient hand moment notice `` unexpected guest '' drop-in,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0796349134863741,0.0666840365408393,0.2227837860002915,0.8634647865675389,0.9746656688846332,4.17,-0.8300000000000001
36,5.0,1426204800,"love salmon , restock soon run low . fast delivery , consistant high quality . caught produced one hardworking american family .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1288953126317593,0.1271595779481133,0.2472534397511091,0.7603132901795272,0.9594305583884228,4.03,-0.9699999999999998
37,5.0,1422921600,"el supremo describe product , , smell , , flesh , colour taste superb ca n't fault , package contained recipe well try nice recommend redhead family , friend anyone else maybe interested , got ta find way stash box goody yep ol greedy gut starting kick ... lucky bear .",B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0939054286389276,0.0710679226579496,0.2368660008808698,0.8314689372145455,0.975030066705568,4.14,-0.8600000000000003
38,5.0,1421280000,good stuff . love .,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.0549286121234611,0.0498891005473463,0.2493283068648768,0.8940953806215208,0.9792197722453988,4.21,-0.79
39,5.0,1415577600,best canned salmon buy ! !,B0006UFY46,Salmon,"Redhead Wild Sockeye Salmon From Alaska, (12) 7.5 Oz. Cans",0.1084808719719503,0.0677671968368035,0.1292313259171308,0.7549771566887732,0.9907506944585504,4.2,-0.7999999999999998
